4.294310E-01	8.906020E-01	9.769280E-01	9.943640E-01	1.824382E+01	7.360275E+01	2.668999E+01	2.757691E+00	1.396027E+03	1.600000E+01	7.587423E+01	1.080000E-04	1.010000E-04	7.150000E-06	7.510000E-06	1.814027E+02	1.275782E+00
4.440660E-01	8.938320E-01	9.671960E-01	9.949610E-01	2.030406E+01	8.065852E+01	2.840787E+01	2.839302E+00	1.611979E+03	1.400000E+01	7.459567E+01	1.360000E-04	1.100000E-04	5.920000E-06	5.330000E-06	1.791421E+02	8.665600E-02
4.399340E-01	8.892350E-01	9.655090E-01	9.944230E-01	2.060827E+01	7.905747E+01	2.748071E+01	2.876835E+00	1.473371E+03	1.400000E+01	7.468688E+01	5.020000E-04	5.040000E-04	6.860000E-06	6.960000E-06	1.812939E+02	1.158503E+00
4.093670E-01	8.852270E-01	9.719090E-01	9.944330E-01	1.977878E+01	7.567177E+01	2.622089E+01	2.885934E+00	1.374500E+03	1.400000E+01	7.412900E+01	3.120000E-04	2.160000E-04	7.590000E-06	7.420000E-06	1.810911E+02	3.583425E+02
4.068560E-01	8.853820E-01	9.727400E-01	9.929130E-01	2.155856E+01	6.960901E+01	2.346571E+01	2.966414E+00	1.156112E+03	1.400000E+01	7.509879E+01	3.130000E-04	2.080000E-04	1.760000E-06	7.730000E-06	1.816221E+02	3.583903E+02
4.531850E-01	8.931450E-01	9.684460E-01	9.933530E-01	2.134425E+01	8.040341E+01	2.905890E+01	2.766912E+00	1.571554E+03	1.500000E+01	7.682690E+01	4.260000E-04	4.920000E-04	7.990000E-06	7.770000E-06	1.816340E+02	1.216496E+00
4.276990E-01	8.850120E-01	9.608250E-01	9.919320E-01	2.358142E+01	8.024162E+01	2.787574E+01	2.878547E+00	1.490527E+03	1.500000E+01	7.793214E+01	4.600000E-04	3.650000E-04	1.010000E-05	9.990000E-06	1.804162E+02	1.095570E+00
4.603830E-01	8.945610E-01	9.673860E-01	9.945170E-01	2.099601E+01	7.889999E+01	2.811194E+01	2.806636E+00	1.486962E+03	1.500000E+01	7.669793E+01	4.770000E-04	7.120000E-04	7.250000E-06	6.620000E-06	1.818700E+02	3.551550E-01
4.919640E-01	9.034240E-01	9.590090E-01	9.926260E-01	2.191716E+01	7.929134E+01	2.999994E+01	2.643050E+00	1.563550E+03	1.400000E+01	7.609084E+01	5.030000E-04	4.210000E-04	1.210000E-05	8.200000E-06	1.822293E+02	3.587183E+02
4.371500E-01	8.917350E-01	9.634320E-01	9.931160E-01	2.152410E+01	7.094543E+01	2.543351E+01	2.789447E+00	1.204627E+03	1.400000E+01	7.549313E+01	3.870000E-04	4.800000E-04	1.060000E-05	9.390000E-06	1.817118E+02	3.584289E+02
4.450930E-01	8.917660E-01	9.722760E-01	9.950700E-01	2.034595E+01	7.968504E+01	2.866136E+01	2.780225E+00	1.526276E+03	1.400000E+01	7.561156E+01	3.370000E-04	6.260000E-04	6.490000E-06	8.340000E-06	1.812334E+02	1.317234E+00
4.660620E-01	8.951980E-01	9.649910E-01	9.931280E-01	1.912688E+01	7.968551E+01	2.834684E+01	2.811090E+00	1.512357E+03	1.500000E+01	7.567687E+01	4.690000E-04	7.100000E-04	6.310000E-06	6.830000E-06	1.807302E+02	3.594881E+02
4.466080E-01	8.942400E-01	9.701820E-01	9.946400E-01	1.986608E+01	7.629906E+01	2.692908E+01	2.833333E+00	1.397366E+03	1.400000E+01	7.549593E+01	5.300000E-04	4.690000E-04	6.830000E-06	7.240000E-06	1.781924E+02	1.948640E+00
4.450810E-01	8.889460E-01	9.664410E-01	9.924510E-01	1.972211E+01	8.063038E+01	2.826810E+01	2.852345E+00	1.531236E+03	1.400000E+01	7.604829E+01	4.120000E-04	4.780000E-04	6.030000E-06	7.280000E-06	1.807233E+02	3.590473E+02
4.766600E-01	8.976110E-01	9.636900E-01	9.943350E-01	2.080131E+01	7.937054E+01	2.866179E+01	2.769211E+00	1.496869E+03	1.500000E+01	7.785270E+01	6.090000E-04	7.130000E-04	7.190000E-06	8.650000E-06	1.786331E+02	3.598798E+02
4.384320E-01	8.907670E-01	9.710410E-01	9.943940E-01	1.934944E+01	7.842757E+01	2.724449E+01	2.878658E+00	1.460556E+03	1.500000E+01	7.726757E+01	5.540000E-04	3.520000E-04	6.790000E-06	6.000000E-06	1.789989E+02	4.858970E-01
4.573500E-01	8.914380E-01	9.651200E-01	9.930350E-01	2.060696E+01	8.062976E+01	2.874010E+01	2.805479E+00	1.536717E+03	1.400000E+01	7.585552E+01	4.530000E-04	6.530000E-04	7.530000E-06	8.300000E-06	1.813395E+02	3.593283E+02
4.170120E-01	8.846650E-01	9.700080E-01	9.940020E-01	1.910504E+01	7.409501E+01	2.559099E+01	2.895356E+00	1.282554E+03	1.500000E+01	7.565553E+01	2.940000E-04	3.600000E-04	8.510000E-06	8.840000E-06	1.790124E+02	9.515100E-01
4.491020E-01	8.915320E-01	9.647480E-01	9.936390E-01	2.010616E+01	8.023853E+01	2.787440E+01	2.878574E+00	1.484345E+03	1.500000E+01	7.851720E+01	7.020000E-04	5.910000E-04	7.560000E-06	7.920000E-06	1.803600E+02	3.641200E-01
4.223040E-01	8.853120E-01	9.646480E-01	9.938620E-01	1.965187E+01	7.409501E+01	2.559099E+01	2.895356E+00	1.273347E+03	1.400000E+01	7.624204E+01	3.180000E-04	1.850000E-04	8.430000E-06	8.430000E-06	1.802836E+02	3.598005E+02
7.261000E-02	5.633530E-01	9.733980E-01	9.682740E-01	3.481534E+01	4.081735E+01	5.722990E+00	7.132173E+00	2.101214E+02	1.100000E+01	8.973438E+01	2.620000E-04	3.920000E-04	1.080000E-06	1.110000E-06	1.808474E+02	1.545268E+00
8.720000E-02	6.790950E-01	9.776410E-01	9.709600E-01	3.274301E+01	3.842579E+01	5.911660E+00	6.500000E+00	2.047701E+02	1.200000E+01	8.997495E+01	2.980000E-04	3.470000E-04	5.160000E-08	8.320000E-06	1.798695E+02	1.737067E+00
1.287370E-01	7.847220E-01	9.766620E-01	9.731100E-01	2.732407E+01	3.018720E+01	5.785880E+00	5.217391E+00	1.538633E+02	1.300000E+01	8.961142E+01	2.620000E-04	2.200000E-04	3.420000E-06	2.910000E-06	1.817900E+02	3.586952E+02
9.372400E-02	7.452650E-01	9.772480E-01	9.728000E-01	3.161144E+01	3.654255E+01	5.912998E+00	6.180038E+00	1.902151E+02	1.200000E+01	8.979682E+01	2.750000E-04	3.200000E-04	3.730000E-07	3.780000E-06	1.812461E+02	1.462465E+00
1.431110E-01	7.929480E-01	9.803170E-01	9.758390E-01	2.617348E+01	2.981013E+01	6.037440E+00	4.937544E+00	1.559872E+02	1.200000E+01	8.932651E+01	2.420000E-04	3.040000E-04	6.470000E-06	6.060000E-06	1.811070E+02	3.594187E+02
7.509600E-02	6.184200E-01	9.731180E-01	9.678990E-01	3.438909E+01	4.043847E+01	5.660100E+00	7.144479E+00	2.099197E+02	1.400000E+01	8.952250E+01	2.720000E-04	4.640000E-04	4.360000E-07	9.530000E-07	1.801650E+02	3.580377E+02
8.503100E-02	7.060900E-01	9.781170E-01	9.721800E-01	3.333271E+01	3.962090E+01	6.037440E+00	6.562533E+00	2.130601E+02	1.200000E+01	9.015350E+01	2.920000E-04	6.000000E-04	2.840000E-07	2.810000E-06	1.811592E+02	2.253767E+00
1.519610E-01	7.968810E-01	9.849080E-01	9.771630E-01	2.532247E+01	2.962146E+01	6.100330E+00	4.855714E+00	1.587005E+02	1.600000E+01	9.005978E+01	2.860000E-04	2.680000E-04	2.700000E-06	7.830000E-06	1.820847E+02	1.872178E+00
9.233300E-02	7.385120E-01	9.814670E-01	9.716240E-01	3.132005E+01	3.842579E+01	6.100330E+00	6.298969E+00	2.081953E+02	1.400000E+01	8.972357E+01	2.720000E-04	3.320000E-04	2.440000E-06	4.190000E-08	1.800747E+02	3.585794E+02
8.269900E-02	7.053930E-01	9.774050E-01	9.705330E-01	3.316174E+01	3.792455E+01	5.660100E+00	6.700332E+00	1.926713E+02	1.400000E+01	8.887037E+01	3.480000E-04	3.010000E-04	2.220000E-06	3.480000E-06	1.813184E+02	1.718225E+00
7.800800E-02	6.559730E-01	9.731760E-01	9.687270E-01	3.361361E+01	3.572174E+01	5.282760E+00	6.761947E+00	1.663458E+02	1.000000E+01	8.961476E+01	3.730000E-04	3.360000E-04	3.030000E-06	8.870000E-06	1.808917E+02	5.018300E-01
6.482600E-02	5.738010E-01	9.767930E-01	9.690370E-01	3.682913E+01	4.131892E+01	5.534320E+00	7.465944E+00	2.012698E+02	1.100000E+01	9.027435E+01	3.940000E-04	3.800000E-04	1.300000E-06	1.100000E-06	1.795063E+02	3.593373E+02
9.401000E-02	7.332710E-01	9.719040E-01	9.670670E-01	3.069276E+01	3.735687E+01	5.848770E+00	6.387133E+00	2.007042E+02	1.300000E+01	9.014204E+01	3.060000E-04	3.320000E-04	2.330000E-06	9.040000E-07	1.814194E+02	1.634999E+00
9.619700E-02	7.508460E-01	9.752490E-01	9.685140E-01	3.055786E+01	3.528129E+01	5.660100E+00	6.233334E+00	1.811381E+02	1.400000E+01	8.978087E+01	3.240000E-04	3.060000E-04	7.640000E-07	3.440000E-06	1.816072E+02	3.745760E-01
1.210370E-01	7.787730E-01	9.864860E-01	9.747560E-01	2.778122E+01	3.245148E+01	5.911660E+00	5.489403E+00	1.679081E+02	1.400000E+01	8.962869E+01	3.330000E-04	3.260000E-04	5.920000E-07	2.730000E-06	1.790383E+02	1.031822E+00
2.066210E-01	8.212200E-01	9.906650E-01	9.798730E-01	2.188739E+01	2.402530E+01	5.850122E+00	4.106803E+00	1.212096E+02	1.500000E+01	8.921828E+01	2.850000E-04	3.000000E-04	6.790000E-06	1.170000E-05	1.828030E+02	3.583111E+02
1.073000E-01	7.719010E-01	9.807040E-01	9.736180E-01	2.937200E+01	3.113157E+01	5.471430E+00	5.689841E+00	1.467678E+02	1.300000E+01	8.951508E+01	3.170000E-04	3.760000E-04	8.880000E-06	4.250000E-06	1.776399E+02	1.573883E+00
8.454300E-02	6.820780E-01	9.799870E-01	9.709620E-01	3.280585E+01	3.572152E+01	5.408540E+00	6.604651E+00	1.715903E+02	9.000000E+00	8.957067E+01	3.400000E-04	3.570000E-04	4.290000E-06	2.760000E-06	1.801870E+02	1.193221E+00
6.457400E-02	5.309140E-01	9.692800E-01	9.645030E-01	3.674144E+01	4.245094E+01	5.534320E+00	7.670489E+00	2.155360E+02	1.200000E+01	8.943198E+01	2.940000E-04	3.320000E-04	2.150000E-06	2.020000E-07	1.797774E+02	3.599459E+02
8.038900E-02	6.774320E-01	9.788840E-01	9.714640E-01	3.364857E+01	3.785999E+01	5.597210E+00	6.764082E+00	1.880952E+02	1.100000E+01	8.952506E+01	3.160000E-04	3.660000E-04	5.180000E-07	5.400000E-06	1.808163E+02	2.423420E-01
