0.892177	0.696905	0.233363	0.981364	0.936114
0.859452	0.685506	0.405562	0.997683	0.197588
0.880878	0.694624	0.247861	0.984587	0.852094
0.903872	0.698682	0.221216	0.978868	0.985150
0.842285	0.687018	0.337753	0.995488	0.504870
0.885850	0.691684	0.258839	0.988772	0.797413
0.912781	0.699518	0.218139	0.977699	1.000000
0.832267	0.687765	0.357088	0.994407	0.428398
0.832370	0.687826	0.350755	0.994318	0.452361
0.874739	0.688265	0.346044	0.993684	0.412229
0.836531	0.687219	0.353625	0.995196	0.447114
0.902952	0.697643	0.230309	0.980327	0.928622
0.905565	0.698937	0.193968	0.978512	1.000000
0.837355	0.687483	0.311024	0.994814	0.593007
0.838831	0.688163	0.305489	0.993832	0.634824
0.900686	0.699340	0.207520	0.977948	1.000000
0.867322	0.688026	0.408734	0.994030	0.234415
0.900198	0.696115	0.297752	0.982478	0.590733
0.879189	0.691599	0.317648	0.988894	0.529940
0.908342	0.698162	0.218010	0.979598	1.000000
0.883394	0.692902	0.270590	0.987034	0.733363
0.903899	0.697768	0.238801	0.980151	0.877194
0.894145	0.696420	0.255789	0.982048	0.796049
0.857766	0.685307	0.285707	0.997973	0.660623
0.867326	0.686783	0.259746	0.995828	0.768863
0.881983	0.689135	0.386397	0.992430	0.283421
0.874802	0.688205	0.386390	0.993770	0.301566
0.841181	0.687263	0.367500	0.995133	0.393071
0.876111	0.689783	0.371089	0.991498	0.336680
0.866625	0.688043	0.395270	0.994004	0.269010
0.834682	0.687239	0.369805	0.995168	0.402591
0.875632	0.689960	0.299746	0.991243	0.593865
0.834646	0.688171	0.308882	0.993820	0.618144
0.863275	0.685693	0.329765	0.997411	0.470284
0.882467	0.689316	0.330986	0.992170	0.463797
0.880761	0.688010	0.398199	0.994052	0.248704
0.867103	0.685591	0.248922	0.997559	0.831809
0.874012	0.691534	0.239862	0.988987	0.913541
0.872602	0.688239	0.403743	0.993721	0.240750
0.870959	0.686637	0.247602	0.996040	0.840535
0.864682	0.685818	0.297238	0.997230	0.609098
0.879789	0.692444	0.254606	0.987688	0.812602
0.883183	0.692643	0.236755	0.987403	0.907317
0.865155	0.685866	0.328657	0.997160	0.466491
0.882306	0.692980	0.253142	0.986923	0.805649
0.873246	0.692293	0.253715	0.987902	0.832864
0.885071	0.694141	0.233518	0.985272	0.946206
0.860001	0.686130	0.303015	0.996776	0.569078
0.875742	0.691987	0.259728	0.988339	0.837479
0.883505	0.694953	0.271996	0.984122	0.744943
0.883104	0.695655	0.254884	0.983128	0.781892
0.900347	0.697708	0.250001	0.980235	0.845101
0.869406	0.686200	0.349081	0.996674	0.410921
0.890359	0.698009	0.237371	0.979813	0.980364
0.896675	0.696616	0.262853	0.981772	0.799670
0.887158	0.694360	0.281713	0.984962	0.678725
0.889976	0.694655	0.271507	0.984544	0.732524
